poorSignalLevel,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,attention,meditation
,412764,599255,237570,94684,135649,59050,19612,52897,0,0
,1110836,1430959,419135,1336582,215606,470774,343482,295414,0,0
,128747,604185,206903,165898,91213,167408,62771,45595,0,0
,1458945,1052891,115053,624628,274697,449744,160437,215241,0,0
,70457,617324,129417,215601,55088,84630,54857,49727,0,0
,552257,297665,316437,165889,48010,63333,45460,73588,0,0
,571884,386772,329920,123021,100944,69594,58004,38707,0,0
,273221,622813,124127,99274,85707,74484,71748,31924,0,0
,1377553,880594,1384146,521738,680717,806876,144439,201860,0,0
,1084498,1019470,1019362,102903,539204,438631,224181,371390,0,0
,796337,504663,153554,137787,235777,85768,46574,28047,0,0
,171568,732879,141045,200590,91137,103381,49900,49146,0,0
,992018,1480608,218198,648471,258479,253974,165675,369083,0,0
,305325,449680,127478,146084,90654,111186,69217,88903,0,0
,376546,561915,535001,186595,57178,118172,104135,44037,0,0
,1193416,1596892,168192,35941,565322,593251,215198,208585,0,0
,2296868,1363303,218646,1111676,31145,396150,196870,89786,0,0
,478316,236109,71109,91693,104758,126340,36767,65682,0,0
,573683,723160,388137,1165415,343226,494307,183304,247855,0,0
,1048300,2869641,622427,1237214,168290,349448,273423,203142,0,0
,353909,463611,267452,64697,73526,97751,18196,25231,0,0
,283570,212235,359482,270738,87680,54589,40767,47122,0,0
,2221576,1679716,736228,261750,537509,520684,309605,115297,0,0
,1179614,1302443,260433,898520,484200,243900,300476,82501,0,0
,106704,436540,150025,360170,56743,130303,47349,88749,0,0
,619648,467733,90413,64568,93642,79542,78695,37863,0,0
,1918424,121992,212257,188677,96073,69733,84656,39450,0,0
,877328,117071,183486,108641,33025,143832,45285,42635,0,0
,356772,1046233,437155,159994,313699,321077,171652,199509,0,0
,1227139,909631,243284,480693,190173,379299,256881,321916,0,0
,1482514,1652630,870297,490611,150138,344609,286309,181984,0,0
,732078,499477,109756,184342,137097,85565,50958,25527,0,0
,401969,532795,134663,218259,76263,127020,97212,50721,0,0
,473288,1226688,548196,365776,267117,357249,120831,177689,0,0
,583372,595994,319958,172419,85195,76364,26147,35625,0,0
,347269,515605,76661,159043,22905,118417,53996,48232,0,0
,966379,2112117,356377,258708,375017,448960,167846,204062,0,0
,1529097,387649,348281,180156,448715,243756,173415,200784,0,0
,89732,239437,362475,140800,96556,108357,70340,37608,0,0
,225208,476463,55308,97598,67685,116651,51774,75140,0,0
,379440,1622984,582053,477785,229066,398705,350391,128069,0,0
,603555,611081,97806,259276,166720,64169,112970,67955,0,0
,898156,1568080,293729,917974,602463,526529,126455,279209,0,0
,2103121,846294,1095900,830474,176360,293881,552188,203627,0,0
,344997,453059,119595,239354,60660,103441,118680,25942,0,0
,1447637,1349976,277249,604064,79254,729428,257396,99203,0,0
,200330,240471,100067,91693,65934,77215,28710,41131,0,0
,184574,625809,102355,109758,24238,162798,40614,26695,0,0
,241526,1427290,899090,447371,320358,454540,369377,144604,0,0
,439307,1693523,396708,534370,225066,391512,407853,244278,0,0
,541336,494465,298225,261037,51530,95052,48976,47354,0,0
,203901,1017626,117669,161221,74406,63258,35494,36515,0,0
,172095,565160,177975,363049,95900,90892,13421,35092,0,0
,1582901,1373764,33037,441517,165196,204111,396651,112967,0,0
,374455,1251577,109961,530978,312300,555362,302068,326552,0,0
,2091240,1513955,50289,335238,202564,241485,101344,149058,0,0
,225926,572145,25191,62084,94717,67809,33499,37378,0,0
,1925492,1738096,903463,828820,491906,304943,238015,104260,0,0
,176193,492007,367009,205725,43911,85822,37374,47718,0,0
,1320112,971672,133624,414980,685656,600344,175338,144285,0,0
,1006750,1276620,270126,806769,460826,407709,287749,141106,0,0
,204975,974235,370274,1518599,371713,492292,224591,146570,0,0
,322893,191772,285886,143921,147806,51541,35540,96291,0,0
,196982,240912,252498,16987,153915,75767,28811,36956,0,0
,105078,185808,92337,26114,78165,76779,31644,41211,0,0
,301384,563790,292539,116536,48782,110328,61664,48531,0,0
,642017,1194149,268642,1379535,540434,364402,201366,298554,0,0
,193943,274492,389006,424100,91811,58421,126561,70205,0,0
,196860,651076,98707,25730,84594,80342,85483,32534,0,0
,1336456,1229323,662861,937596,381011,500556,159311,189064,0,0
,171686,579864,73693,66237,114672,126512,26770,27495,0,0
,121835,494180,117419,43506,42509,62433,57890,39755,0,0
,1246395,1315975,474021,974656,77688,213923,147676,123598,0,0
,471992,1394381,567363,578600,774240,418260,93425,105816,0,0
,633801,1919194,115074,1188344,272716,481032,74828,193094,0,0
,239263,702719,79767,78968,68500,68899,31316,37422,0,0
,173036,705426,239948,247115,45877,97877,61596,56402,0,0
,1252525,1030433,1269712,646441,494207,348096,134702,344143,0,0
,970633,590519,59694,575781,42606,61337,91197,36682,0,0
,774156,1515501,318410,291349,244746,534742,237799,153253,0,0
,256380,769911,42223,135997,91924,228941,59810,45947,0,0
,851167,703395,182257,969047,289121,420476,148085,219455,0,0
,665923,1091979,111079,320343,264503,276213,534011,90571,0,0
,1068210,1229869,415146,492476,378123,344021,208283,171186,0,0
,22904,168375,33573,65478,28098,24183,8422,4735,0,0
,1234387,115520,140667,91395,147002,109071,86949,46841,0,0
,492058,1571581,352625,856312,209541,358657,147386,147521,0,0
,474279,1254006,576746,1156171,266066,415635,294290,159802,0,0
,674059,614485,155744,719469,252895,246393,204485,172883,0,0
,1041625,746773,413259,1510555,226207,344826,117244,187912,0,0
,665935,1236185,133422,631719,484579,302502,173609,184068,0,0
,1592174,1584641,611172,664377,345073,373651,225108,127881,0,0
,227063,428904,103258,102021,56752,96057,40383,72993,0,0
,1520645,1720646,93494,1592650,621836,430632,184397,261213,0,0
,402813,499056,74263,136504,178758,149204,29156,68873,0,0
,598888,204788,136937,52165,205374,114126,57159,29111,0,0
,2487026,1907654,712770,241078,337473,412359,259634,105107,0,0
,197710,435506,71872,55047,67324,100265,52178,49061,0,0
,539830,93596,173758,40150,95854,195805,100954,20535,0,0
,276995,578050,275561,141113,105176,97069,82192,31855,0,0
,337183,559661,233763,52159,250753,83312,97264,47100,0,0
,537194,373545,87126,215015,75858,116345,52336,49400,0,0
,59511,906226,75188,112205,71528,77206,39915,36467,0,0
,862271,178497,111146,196837,95075,100556,71472,39677,0,0
,271684,696039,163408,109840,103284,64641,44625,52066,0,0
,743311,1258283,118499,325392,262604,454831,244022,101387,0,0
,626458,248062,51716,111550,100896,86072,80352,24403,0,0
,328405,330754,200011,464192,66948,55164,48820,48747,0,0
,361453,257172,67906,102943,52672,90612,36083,41227,0,0
,98557,679399,50718,166880,220634,74383,49438,31968,0,0
,584266,304122,121783,426475,53949,47764,73847,54309,0,0
,651525,523133,68124,188697,84236,46701,66408,62076,0,0
,1042199,333136,716025,631983,622464,289392,293309,324885,0,0
,544160,430300,25745,144474,157852,75651,37847,79576,0,0
,1832000,293543,278682,159175,17259,81263,99193,126258,0,0
,350106,1402033,28830,154502,129109,119885,83574,94485,0,0
,666024,783655,867340,883347,247192,382528,431494,130289,0,0
,496475,1664134,686242,810437,631586,403873,318021,436765,0,0
,1262917,1255739,1274202,569249,644836,324591,225649,254750,0,0
,34909,27925,12320,14631,4945,8250,3331,4528,0,0
,1681438,567989,218174,97480,178028,111992,273054,158612,0,0
,1681524,202849,72060,157901,105623,58538,26205,14725,0,0
,221828,26626,11777,18706,33080,21750,4295,787,0,0
,886700,76710,62869,59946,76596,61872,29050,30391,0,0
,626556,391980,53033,75580,153538,52726,5333,2288,0,0
,4,4,0,0,0,0,0,0,0,0
,2,2,2,0,0,0,0,1,0,0
,1,2,0,0,0,0,1,0,0,0
,1062,133,50,41,36,22,13,346,0,0
,492293,20079,28474,23328,54688,12694,26273,24633,0,0
,166634,496562,67151,240903,58159,73476,67626,23586,0,0
,443717,1767536,231840,221079,256080,354577,202454,204935,0,0
,1938539,911130,560785,325316,439621,371877,92151,119175,0,0
,177066,826568,87434,240649,69918,55554,28755,21644,0,0
,622222,222591,235116,83591,121632,74362,33709,34522,0,0
,891190,168806,401976,166281,71999,51450,61396,22373,0,0
,1200822,866121,375195,450661,258005,316337,228421,120966,0,0
,46659,213014,135955,94620,56382,174771,44334,41941,0,0
,1091790,1859601,582918,1189702,281079,511271,193848,199688,0,0
,607860,422291,160294,173879,71082,63022,20659,33758,0,0
,254948,616851,284696,214769,96954,76327,16029,60910,0,0
,100971,369439,68128,82004,27613,74647,31701,33216,0,0
,148130,1540644,583712,749377,248353,408928,210802,234273,0,0
,1582134,1286873,1129603,381225,315171,509830,252919,102984,0,0
,112268,321810,102759,106446,186530,126370,126160,74851,0,0
,465339,643942,240057,162364,339913,94214,54456,29449,0,0
,280586,287170,159566,161698,58721,49702,45345,50262,0,0
,672768,1460002,203388,1092659,107019,501368,188529,209847,0,0
,1429315,495606,875486,644300,512861,423817,228576,187975,0,0
,1915308,428104,60976,1158785,280521,231829,302186,214590,0,0
,822617,1123644,240444,1955664,264892,681822,293635,251037,0,0
,124210,653763,459366,136171,106677,80927,125000,63590,0,0
,2075186,1159395,642296,157421,548334,484615,268479,324886,0,0
,542969,275617,274904,210815,41766,206304,43414,54281,0,0
,432942,887555,575512,257490,293810,455640,121128,236419,0,0
,578910,748089,100031,23997,78143,141363,49265,18170,0,0
,1251792,735134,320359,1959948,160450,523812,349425,129922,0,0
,608138,231529,163885,93954,54676,91711,88353,49227,0,0
,367035,268925,249147,226976,49257,171380,83813,46842,0,0
,527989,1071894,700181,163640,698667,396455,641019,175103,0,0
,436914,283810,375301,126053,102331,117980,47541,31241,0,0
,1856585,2096702,373831,725902,296430,282645,123045,220596,0,0
,76649,814996,93339,104917,108246,91215,47815,81281,0,0
,203837,532182,183932,108803,93579,100709,48482,63719,0,0
,1759110,910935,610807,575869,464183,730964,75220,197720,0,0
,1139793,1486659,584973,181632,240578,217741,257519,218607,0,0
,218379,469771,144533,240846,78813,102351,52390,41111,0,0
,974043,1915531,106838,1140589,196381,292935,158907,161413,0,0
,1132452,2110364,336214,270988,462829,167961,101778,127265,0,0
,86687,641361,272356,164934,111626,84670,35162,44847,0,0
,228532,235348,84067,219824,87987,82377,41819,86778,0,0
,138310,325126,192319,121986,72991,72449,34864,30927,0,0
,1278733,883080,381519,1048601,283387,584982,148346,191875,0,0
,160101,644298,81787,119021,74672,57663,29886,27753,0,0
,681850,1397149,305778,447891,198013,365866,133415,116178,0,0
,953625,1130242,365986,442999,774553,548402,124181,231248,0,0
,240933,581589,62767,156627,127944,72077,30365,49440,0,0
,88295,475504,103992,100656,69255,68570,43695,32930,0,0
,968146,1662132,305087,194176,232818,156014,252323,147071,0,0
,539266,255803,164762,99039,40066,118345,90633,52137,0,0
,1033084,1546564,406585,290502,603525,279775,239497,174780,0,0
,1039248,1289969,262776,253802,395449,514013,137469,137901,0,0
,1158966,1197182,748112,976898,341172,489679,282164,125035,0,0
,396937,124432,475784,67995,61175,90375,64189,36830,0,0
,41609,501138,93938,66737,46798,85227,53236,26644,0,0
,727156,1480865,1032034,844338,398187,367885,287181,208346,0,0
,362460,718579,205929,45696,252364,234643,49002,75993,0,0
,727222,1436619,572880,676728,314594,619722,268822,185045,0,0
,325419,531440,31753,305133,100673,69308,61852,120073,0,0
,1037123,1266728,31879,670497,485784,364810,158291,166866,0,0
,1956066,393709,978664,452349,462555,277605,300884,251362,0,0
,649503,1407244,132942,515871,279992,441222,172121,293253,0,0
,1218980,1796109,97464,361478,637607,237889,342541,210774,0,0
,2799432,1915463,525765,805209,328506,399438,317461,227171,0,0
,237663,239117,123380,221228,18653,85120,78920,64552,0,0
,1706991,2404896,789113,468227,194390,194020,134020,196263,0,0
,432828,245944,73634,230588,34092,64294,28003,32085,0,0
,1275757,1154162,786988,426263,169077,143314,226855,172617,0,0
,1398683,518005,720295,301112,254432,213700,199950,206219,0,0
,2481467,725124,198865,272049,515836,407866,402706,355717,0,0
,354184,584472,226367,63000,110222,73482,83571,52934,0,0
,97527,318031,52461,160671,102352,74595,68134,44213,0,0
,906426,1832427,1525356,873060,373058,339540,204863,266104,0,0
,456679,225211,454345,204734,129028,127833,54992,58059,0,0
,923959,397607,17486,305125,124233,90040,71188,31847,0,0
,86191,799088,166392,115371,75517,62856,58622,38035,0,0
,73367,45863,39218,67938,25149,33230,15360,7279,0,0
,577457,1615230,232268,711650,391289,288942,386755,99748,0,0
,475990,671446,17290,309573,91788,76271,69681,84542,0,0
,165116,451476,88963,138343,13566,148223,44490,42097,0,0
,896816,743922,318025,162400,310179,398146,320067,246711,0,0
,758381,272828,19550,304087,144042,52354,57601,38686,0,0
,534628,595144,172185,39643,68093,79891,98458,21406,0,0
,444241,347616,43617,169736,49292,51842,81438,49540,0,0
,444875,242742,101713,252185,45916,46579,19980,44483,0,0
,1384182,1112503,266482,354015,249374,394399,250179,149815,0,0
,347283,1442553,317111,1577261,261263,282058,241877,259993,0,0
,89554,322604,144044,138582,109338,69573,13951,68984,0,0
,659477,464121,53707,180476,168000,153552,39741,55734,0,0
,267517,500337,777784,1148916,345274,633451,139364,135689,0,0
,118947,962031,66639,138751,49200,171096,35180,25393,0,0
,533682,301885,32364,105578,84605,96253,53281,36324,0,0
,82255,202461,161803,173995,176981,124428,154017,43160,0,0
,334041,198461,117443,237770,45972,131844,86978,47062,0,0
,933248,528881,85051,379730,82346,64010,45222,19562,0,0
,426442,664691,116714,223323,81973,124058,64655,42670,0,0
,1018301,722449,395550,435686,405252,362528,445248,247929,0,0
,245353,387324,38041,79700,66525,115616,72228,35180,0,0
,100797,336578,112494,118292,48161,136944,25907,65261,0,0
,82943,242807,187741,153807,94191,114876,37349,23591,0,0
,291114,648776,134194,159915,60903,32488,30991,17361,0,0
,1224597,175138,51685,72654,169695,91005,63502,27952,0,0
,1328113,891288,798255,303225,489110,322384,318282,166820,0,0
,766069,931591,794258,66813,138307,245824,237403,198077,0,0
,634458,155915,84353,159308,68508,54075,121712,39359,0,0
,598377,1416444,142393,886353,240582,234787,107490,157675,0,0
,1044824,1677786,427962,1392739,100587,309421,172216,159945,0,0
,745592,1957894,349902,417562,257098,331505,129506,161490,0,0
,380446,324075,33204,158465,126846,67196,55650,46703,0,0
,307952,242112,660391,36181,124639,97532,55239,83738,0,0
,722867,309861,7725,72506,293723,149451,41770,48759,0,0
,1490350,1038292,377188,278962,377339,627435,197180,207186,0,0
,85400,457596,56256,64010,100014,60965,35779,25929,0,0
,1070190,463127,356501,966066,389449,279714,181198,239336,0,0
,552493,519753,144905,161043,37278,32523,31532,41529,0,0
,995648,2048003,244223,742632,178721,618363,265406,137537,0,0
,933288,349381,193487,123635,98363,75916,27507,42781,0,0
,233455,374395,473156,76493,148006,60413,26245,35881,0,0
,790799,445400,20961,1512388,136837,366365,164317,137185,0,0
,154458,323166,321588,177822,104358,58049,50349,81150,0,0
,47708,827628,237257,393788,88330,91318,66035,33085,0,0
,73283,607384,79284,138840,43564,83294,33999,56557,0,0
,163603,485241,57451,131370,61074,67699,86260,64755,0,0
,94681,489871,83781,133718,33283,153421,57189,24061,0,0
,227898,608733,225846,222278,122889,131551,73964,51657,0,0
,193448,768895,76337,275135,56320,111714,81752,39176,0,0
,309612,1073750,32524,132133,70662,128591,54854,23697,0,0
,828249,1722501,224773,534227,180370,443886,199143,79503,0,0
,1279893,1393896,660383,132371,187703,330108,577609,145955,0,0
,1089991,765190,502144,441765,77215,306673,150372,269255,0,0
,2099731,1659931,362302,1463195,808737,245277,126011,173411,0,0
,335247,1823206,319124,941820,118670,269973,165831,195483,0,0
,284252,226502,180528,69606,35601,133429,43795,20112,0,0
,577552,310172,64983,117823,136639,44141,33086,28353,0,0
,686958,1719614,710221,897077,664818,337670,422915,625566,0,0
,1031187,1063407,135110,198065,238974,742677,192568,217403,0,0
,700022,330688,249011,265655,39295,88560,26412,11407,0,0
,944980,2153351,1087760,1593131,299042,452734,243743,122643,0,0
,868352,1620463,1095710,392487,542195,425575,269725,233020,0,0
,1708869,1830766,266207,244009,399039,292427,227143,161755,0,0
,670046,832015,373329,284017,416998,291756,168507,366582,0,0
,1425477,473181,684920,1042955,482104,273444,257936,263262,0,0
,212000,423103,161113,44994,124639,49171,25743,35996,0,0
,228152,704828,116581,179540,120477,127893,47871,17829,0,0
,557842,1056773,854519,638572,322689,428933,171230,215170,0,0
,1200574,993545,425087,298102,540811,497338,203372,170119,0,0
,193040,562334,64222,182310,19694,111896,51018,30329,0,0
,1362913,2542795,837794,970699,422826,321794,162081,244091,0,0
,1712591,1916576,780842,815562,232240,457288,117905,134807,0,0
,1567567,1124765,1229667,567979,464246,611322,218699,172206,0,0
,1220797,1552140,1444949,439215,254638,483648,219009,333773,0,0
,998967,733405,323322,307861,351942,159817,104177,69947,0,0
,1083890,258533,109052,104096,184279,47591,44526,45886,0,0
,1418059,1124090,94359,589514,395482,286668,148612,183515,0,0
,553558,325704,481412,29589,138889,84295,81484,50799,0,0
,1051997,291308,104750,804642,378280,326866,141194,88531,0,0
,807778,1558559,333663,1040004,114674,377972,120660,267357,0,0
,455417,439498,447842,160549,57818,49283,27330,40348,0,0
